name,category,lat,lon
The Big Tree,pub,53.3598337,-6.2608887
Nando's,restaurant,53.2867734,-6.3720485
Wowburger,fast_food,53.2868536,-6.3706082
EBS,bank,53.2871205,-6.3723087
Saba To Go,fast_food,53.279877,-6.1643681
Lam's,fast_food,53.2800337,-6.1644512
Blaze Burger and Wings,fast_food,53.2788542,-6.1634877
IdleWild,bar,53.3420846,-6.2641425
Stillorgan Library,library,53.2897105,-6.2011925
Borza,fast_food,53.2883147,-6.3571125
Spar,convenience,53.2880387,-6.3563768
SuperValu,supermarket,53.2772625,-6.1040577
Koi,restaurant,53.2015096,-6.1099354
Ling's,restaurant,53.2015305,-6.1100185
Dockers,pub,53.3464282,-6.2456211
Kathmandu,restaurant,53.2773322,-6.1037448
The Guinea Pig,restaurant,53.2763984,-6.103382
Grapevine,restaurant,53.2772745,-6.1036429
Ouzos,restaurant,53.2774573,-6.104178
Thai House,restaurant,53.2767447,-6.1032307
EBS Dalkey,bank,53.2774758,-6.1046518
Benito's Wood Fired Pizza,fast_food,53.2776269,-6.1050414
Benito's Restaurant,restaurant,53.277597,-6.1049483
Masala,fast_food,53.267296,-6.1359394
Solo,cafe,53.2674881,-6.1358716
Green Dragon Well,restaurant,53.2671797,-6.1358053
EBS Killiney,bank,53.2676481,-6.1356966
Permanent TSB,atm,53.2673326,-6.1364086
Ulster Bank,atm,53.2673284,-6.1363543
Point Cash,atm,53.2673841,-6.1361763
Tin Can Coffee,cafe,53.2780243,-6.1388258
Fred & Nancy's,cafe,53.2611921,-6.1108245
Subway,fast_food,53.2864393,-6.3717397
Kay's Kitchen,restaurant,53.2863163,-6.3711778
Ginzeng,restaurant,53.2867247,-6.3728488
D Conway,convenience,53.2752368,-6.113203
Fitness Hub,fitness_centre,53.2779915,-6.1415054
Eddie Rocket's,fast_food,53.2032424,-6.1097696
Eskimo,fast_food,53.2023814,-6.1102448
Lam's Asian Cuisine,fast_food,53.2023597,-6.1102555
Bakery and Delicatessen,bakery,53.203223,-6.1094654
Euronet,atm,53.2928622,-6.1392559
Centra,convenience,53.3069513,-6.337188
Mace,convenience,53.4079714,-6.1581346
Rascals HQ,pub,53.3359672,-6.3240536
Centra,supermarket,53.3534652,-6.2309418
Polomarket,supermarket,53.3534858,-6.2312297
Spar,convenience,53.4043272,-6.2844852
Open Gate Taproom,pub,53.3432175,-6.2870532
Core Credit Union Dún Laoghaire,bank,53.2921241,-6.1359852
Deeke's Diner,cafe,53.3416513,-6.2129147
Main Street Pizzza,fast_food,53.2883194,-6.3573129
Bewley's,restaurant,53.4264407,-6.2402403
Roasted Notes Specialty Coffee,cafe,53.4262976,-6.2397073
Oak Cafe Bar,bar,53.4262478,-6.2394173
Spar,convenience,53.4263951,-6.2399879
,atm,53.426412,-6.2399224
,atm,53.4269152,-6.2442803
Raheny United Clubhouse Bar,pub,53.378369,-6.1791168
Centra,convenience,53.3298121,-6.3345237
Mizzoni's Pizza,fast_food,53.3299002,-6.3345034
Koffee & gossip,cafe,53.3300425,-6.3344705
Black Sheep,cafe,53.3143753,-6.2823107
Wowburger,fast_food,53.3250357,-6.2550729
Insomnia,cafe,53.2916611,-6.3267244
Catch 22,restaurant,53.3410858,-6.262519
AIB,atm,53.2885967,-6.1987626
Leesun,fast_food,53.2928316,-6.1375555
Gursha,restaurant,53.3468905,-6.2558817
Insomnia,cafe,53.3502062,-6.3786014
Spar,convenience,53.3444335,-6.3079097
Lean Bean Cafe,cafe,53.2907546,-6.4207764
,fitness_centre,53.350403,-6.3799877
The Bumble Bean,cafe,53.303338,-6.1814309
Staple Foods,restaurant,53.344653,-6.2347757
Le Rendez-vous,cafe,53.3472214,-6.2569258
The White House,pub,53.3979933,-6.1271007
Sprout & Co,restaurant,53.3464449,-6.2433384
Tap + Brew,bar,53.4304004,-6.2480084
Donnybrook Fair,supermarket,53.2887386,-6.2432744
Phoenix Bistro,cafe,53.2926759,-6.1383178
Eileen's Bakes & Brews,cafe,53.3637613,-6.4905388
Mannings,bakery,53.2866697,-6.3718979
Baxto's Kebab,fast_food,53.2870314,-6.3694829
Jaipur,restaurant,53.277499,-6.1042893
1909 Restaurant and Wine Bar,restaurant,53.2771021,-6.1035839
Thyme Out,cafe,53.2771863,-6.1037958
Country Bake,cafe,53.277224,-6.103887
Butlers Chocolate Café,cafe,53.3020944,-6.1804452
Starbucks,cafe,53.4272517,-6.2447839
Food Village,restaurant,53.4273783,-6.2449777
SuperValu,supermarket,53.39581,-6.2143958
Chewbrew,fast_food,53.2880924,-6.24269
Griolladh,fast_food,53.2886331,-6.2434906
Crepes In The City,fast_food,53.2880631,-6.2430775
Krispy Kreme,fast_food,53.2880724,-6.2429897
Deadly Coffee,cafe,53.2880836,-6.2427644
The Nineteenth Bean Café,cafe,53.2635612,-6.2290626
The Bungalow,convenience,53.2846586,-6.1664696
Foam,cafe,53.3098473,-6.2839056
Savvi,bank,53.3402974,-6.2244432
D4 Deli,cafe,53.3399045,-6.2238792
,fast_food,53.3146669,-6.3002935
The Sweetest Thing,cafe,53.3471138,-6.2616251
Permanent TSB,atm,53.2871514,-6.3623146
Murphy’s Cafe Bistro Bar,cafe,53.3472159,-6.2611485
Sweet Churro,cafe,53.344148,-6.2676786
Wishbone,restaurant,53.3547804,-6.266658
Klaw Seafood Cafe,cafe,53.3449396,-6.2634525
M&J,fast_food,53.2090308,-6.1152242
Ginzeng,restaurant,53.3933611,-6.3912017
Zambrero,fast_food,53.3196179,-6.36297
Goose Café,cafe,53.3244937,-6.3587523
Content 8 juli,restaurant,53.4108428,-6.4414815
,fast_food,53.3836139,-6.3822578
The Nook,cafe,53.3833365,-6.3820662
Cloud Picker Coffee,cafe,53.3443897,-6.2499216
Lidl,supermarket,53.3503285,-6.2560503
Coco's Crêperie,cafe,53.289285,-6.1994882
,cafe,53.3734365,-6.3620694
Mandarin Castle,restaurant,53.3727241,-6.3612794
Riccy's Youth Cafe,cafe,53.3400487,-6.224078
Iannelli's Takeaway,fast_food,53.3396993,-6.2230887
Mister Magpie,cafe,53.2666204,-6.1148961
,fast_food,53.3866109,-6.1471324
Il Fornaio,restaurant,53.3867615,-6.1475278
Centra,convenience,53.3866959,-6.1473557
Trinity College Old Library,library,53.3439588,-6.2566963
Krispy Kreme,fast_food,53.3445931,-6.2627008
Flower & Bean,cafe,53.3381709,-6.283157
Jazz Take Away,fast_food,53.3504866,-6.2712341
Bridge House,pub,53.3317901,-6.2944955
Mace,convenience,53.3318945,-6.2945423
Lin's Chinese Takeaway & Noodle Box,fast_food,53.3316966,-6.2946914
Loose Canon Cheese & Wine,restaurant,53.3424753,-6.2633788
Powerhouse Bar and Cocktail Village,bar,53.3438898,-6.2857093
Power House Garden Dining,restaurant,53.3438754,-6.2859071
Chorus Café,cafe,53.3443235,-6.2696077
Fogg Cafe,cafe,53.337694,-6.2842929
Perch Coffee,cafe,53.3323804,-6.2533742
Bites by Kwanghi,restaurant,53.3452741,-6.2309501
Book Return,library,53.2926578,-6.131885
Craft Coffee Roasters,cafe,53.3450938,-6.2754102
Like A Coffee,cafe,53.3464153,-6.2637518
Chop Chop,fast_food,53.3326361,-6.2754146
Tenters,bar,53.3371366,-6.2753116
Savage Food,restaurant,53.3430699,-6.3004055
Loft at Donnybrook Fair,restaurant,53.2887208,-6.2432217
The Brazen Head,pub,53.3449368,-6.2763108
Starbucks,cafe,53.333517,-6.2539257
Kennedy's,pub,53.3421535,-6.2507516
Cafe Tri Via,cafe,53.3418788,-6.2506343
Flavour,supermarket,53.3852421,-6.3981218
Bombay Bazar,supermarket,53.3844792,-6.3986455
Mad Egg,restaurant,53.3527966,-6.3927121
Keavan's Port,pub,53.3334693,-6.2651754
Romayo’s,fast_food,53.3989414,-6.2436227
Presto,fast_food,53.3374927,-6.2342748
Mister Magpie,cafe,53.3292555,-6.2309721
Exofit,fitness_centre,53.3293241,-6.2309529
Gerards,cafe,53.3465569,-6.2446892
Honey Truffle,cafe,53.3441336,-6.2487684
Fresh The Good Food Market,supermarket,53.3481827,-6.2331982
Red Bean Roastery,cafe,53.3486668,-6.236351
The Yacht,pub,53.3420529,-6.2274854
Spar,convenience,53.3421715,-6.2275653
Lin's Palace,fast_food,53.3417108,-6.2273177
Domino's,fast_food,53.3416548,-6.2279299
Everstrength Fitness,fitness_centre,53.3416455,-6.2280284
Burger King,fast_food,53.4120855,-6.2393768
Applegreen,convenience,53.4120781,-6.2396033
Platinum Pilates,fitness_centre,53.3322622,-6.2151505
The Buzz,cafe,53.3033087,-6.2194514
Sofra,restaurant,53.3489323,-6.2644644
Quick,fast_food,53.3485023,-6.2679803
Vineleaf,convenience,53.3486629,-6.2683361
vineleaf,cafe,53.3486235,-6.2683173
Butler's Chocolate Cafe,cafe,53.4256576,-6.2407349
Café Bar,cafe,53.4257143,-6.2408947
SUP Coffee,cafe,53.2854363,-6.1324686
RAW Gyms Donnybrook,fitness_centre,53.3222699,-6.2359312
Zambrero,fast_food,53.3018016,-6.1804352
Arthur’s Bar,bar,53.3636164,-6.4888092
The Winding Stair,restaurant,53.3466116,-6.2637041
Proper Order Coffee,cafe,53.3475482,-6.278069
Inhale Coffee Bar,cafe,53.2308,-6.1179191
Thomas Clarke’s,pub,53.3525394,-6.2611108
Wok In,fast_food,53.3414093,-6.2645917
Rapeedos,fast_food,53.3502172,-6.3783845
Golden Dragon,fast_food,53.3502115,-6.3784727
Palmerstown Library Digital Hub,library,53.3501732,-6.3792617
Chequers,restaurant,53.3501656,-6.3794333
Planet Health Palmerstown,fitness_centre,53.3504056,-6.3801837
Bistro Bar,restaurant,53.3501763,-6.3770086
,atm,53.4286362,-6.3745574
Members First Credit Union Trinity,bank,53.3961515,-6.1608104
Krispy Kreme,fast_food,53.2869284,-6.3703107
Steam Cafe,cafe,53.3418464,-6.2492664
Junior Common Room,cafe,53.3432422,-6.2507724
Centra,convenience,53.2684805,-6.1586131
The Kiosk,convenience,53.2924146,-6.135557
Project Fitness Dublin,sports_centre,53.2566271,-6.1932216
GoQuest Arena,sports_centre,53.2564566,-6.1925517
Trojan Gymnastics & Dance Academy,sports_centre,53.2566372,-6.1932617
Spar,convenience,53.3330428,-6.2435653
,atm,53.3329282,-6.2436557
Sprout,fast_food,53.3332099,-6.2438721
Insomnia,cafe,53.3334295,-6.2444815
Eathos,cafe,53.3335739,-6.2447009
Woodfire & Wings,restaurant,53.2886044,-6.2051618
Daniela's Fish and Chips,fast_food,53.2880241,-6.366901
Wood Pizza Pasta,fast_food,53.2879925,-6.3668802
Pizza Mór,fast_food,53.2877756,-6.364623
Tip Top,fast_food,53.2877964,-6.3645318
Greenwich,restaurant,53.3918641,-6.2482788
Roasted and Baked,cafe,53.3448589,-6.2967329
M. O’Brien,pub,53.331314,-6.2516295
,cafe,53.3800762,-6.1885374
GymX,fitness_centre,53.380001,-6.1884237
GymX Personal Trainers,fitness_centre,53.3800352,-6.1884483
Indo-Chine,restaurant,53.330536,-6.2516687
Cois Life Bar,bar,53.3483928,-6.2556319
Mister Magpie,cafe,53.3359778,-6.2571684
Chapter & Verse,convenience,53.3358225,-6.2572213
Insomnia,cafe,53.3365157,-6.2563031
Circle K,convenience,53.4268156,-6.3292804
Skyway Cafe,cafe,53.426891,-6.3293282
Permanent TSB,bank,53.3923034,-6.2482282
Krispy Kreme,fast_food,53.3922327,-6.2483187
O’Brien’s,restaurant,53.3919426,-6.2484724
Omni Park Shopping Centre Santry,atm,53.3922421,-6.2465337
Costa,cafe,53.3921579,-6.2466431
Kobe One,restaurant,53.2698974,-6.1670546
,atm,53.2563352,-6.1343707
Crush Coffee House,cafe,53.268155,-6.1659378
W Factor,restaurant,53.3858019,-6.3734551
Café en Seine,bar,53.3407232,-6.2585998
Daybreak,convenience,53.2686028,-6.1662539
,atm,53.3514938,-6.2613833
Mister S,restaurant,53.3346183,-6.265
Costa,cafe,53.3960218,-6.2451324
Sbarro,fast_food,53.3463753,-6.2925786
Pret A Manger,fast_food,53.3464086,-6.2924301
Brambles Café,cafe,53.3464094,-6.292324
Tesco Express,convenience,53.3472737,-6.2780384
,atm,53.3462551,-6.2928434
,atm,53.3462555,-6.2928145
22 Bar & Restaurant,bar,53.3661312,-6.3895956
Insomnia,cafe,53.3456502,-6.473946
MUTEA,cafe,53.3927153,-6.3949606
Bailey and Pim,cafe,53.2929326,-6.1373386
Blue Chamomile,cafe,53.291154,-6.1377297
Gym Plus,fitness_centre,53.2923964,-6.2674826
Tesco Express,convenience,53.3314638,-6.2632759
Scotch Bonnet Grill House,restaurant,53.4498987,-6.1536073
Born For Burgers,fast_food,53.3440554,-6.2650431
,fast_food,53.3502448,-6.2600951
The Port House Cava,restaurant,53.3351416,-6.2650163
Harbour Kebab,restaurant,53.2950051,-6.1429912
O'Sullivan's,pub,53.2061555,-6.1104584
Apache Pizza,fast_food,53.4022189,-6.1788912
Starbucks,cafe,53.3475833,-6.2597621
The Local,bar,53.3032488,-6.2192105
Pizza Dog,fast_food,53.4453409,-6.2235961
Spice India,restaurant,53.3869233,-6.3778888
Ninja Sushi,restaurant,53.3443777,-6.248921
Zanzibar Locke Bar,bar,53.3465593,-6.2640167
Hyderabadi Kitchen,restaurant,53.353644,-6.259308
Richmond Restaurant,restaurant,53.3509229,-6.2767149
Harbour Lights Chinese Takeaway,fast_food,53.2954551,-6.3421196
Centurion Bar,bar,53.3274636,-6.2296624
Base,restaurant,53.3289447,-6.2300984
Wow Burger,fast_food,53.3429258,-6.2603436
The Coffee Duck,cafe,53.2699805,-6.1671235
,bar,53.2794669,-6.4421955
The Lennan,restaurant,53.3398971,-6.2583906
Vietnom,fast_food,53.3509186,-6.281909
,atm,53.3828617,-6.2770493
SoMa,restaurant,53.4264453,-6.2457558
District One Gym,fitness_centre,53.3283971,-6.2651648
31 Lennox,restaurant,53.3311681,-6.2667692
Wowburger,fast_food,53.2040755,-6.1085841
Pala Pizza,restaurant,53.2663963,-6.1834825
Grumps,cafe,53.2660347,-6.1837835
Kerb,restaurant,53.2666219,-6.1841482
Aldi,supermarket,53.3369419,-6.4684979
Tesco,supermarket,53.3366769,-6.4689744
Southern Spices,restaurant,53.279438,-6.214149
North Wood Fired Pizza,fast_food,53.2703323,-6.2250466
Mugg Uggly,cafe,53.2665138,-6.2095561
Summer Takeaway,fast_food,53.2703667,-6.2249446
Foo Lok,fast_food,53.383363,-6.3874014
Mad Yolks,restaurant,53.3486852,-6.2776676
Doll Society,bar,53.3406332,-6.2744931
Sal y Pepa,restaurant,53.268617,-6.1670691
The Twirly Gate,cafe,53.3492658,-6.343905
Café Sol,cafe,53.3341395,-6.2556151
Nero Express,cafe,53.3462758,-6.2929571
Burger King,fast_food,53.427493,-6.2451721
The Abbey Bar,bar,53.3484357,-6.25733
Forrest Little Golf Club Bar,pub,53.4394296,-6.2496872
Freshly Chopped,restaurant,53.3529525,-6.3901236
J.R. Mahon's,bar,53.3470014,-6.2581487
Ryleigh's Rooftop Steakhouse,restaurant,53.3473845,-6.2325406
Nutbutter,restaurant,53.3479858,-6.2786835
The Whiskey Reserve,bar,53.3452284,-6.2642203
Centra,convenience,53.3557803,-6.2651829
Zambrero,fast_food,53.2868728,-6.3720087
Abrakebabra,fast_food,53.2865978,-6.372985
Pizza Prince,restaurant,53.3451671,-6.2629161
White Rabbit Café,cafe,53.3419533,-6.2539548
Brava Java,cafe,53.2785801,-6.1605261
Tir,fast_food,53.3336287,-6.2621337
The Small Door Cafe,cafe,53.2783267,-6.1072989
Happy Out,cafe,53.291,-6.1279045
Brambles Cafe,cafe,53.3417687,-6.3084036
Londis,convenience,53.3720704,-6.2546447
Logical Coffee,cafe,53.2723713,-6.1476641
Bah33°,restaurant,53.3414945,-6.258855
Asahi Asian Street Food,restaurant,53.3309288,-6.2611988
One Kinda Folk,cafe,53.3294537,-6.2583864
High Nelly's coffee House,cafe,53.3348407,-6.243132
,cafe,53.2140925,-6.484871
Sweat,sports_centre,53.4026703,-6.3517702
CrossFit,fitness_centre,53.4039579,-6.3497973
Tesco Express,convenience,53.2793804,-6.3121528
The Gate,cafe,53.3553569,-6.3723428
Bitchen Kitchen,cafe,53.2864935,-6.390067
New Image Fitness,fitness_centre,53.2676685,-6.1667428
O'Briens,cafe,53.2969169,-6.469153
Bombay Butter Club,restaurant,53.3384693,-6.2657496
Bank of Ireland,atm,53.3094788,-6.2838859
Taza,restaurant,53.3798765,-6.1771687
Jay Kays,cafe,53.3471059,-6.2652379
ALDI,supermarket,53.3887279,-6.1405208
Greenville Deli,cafe,53.2861902,-6.1607292
ALDI,supermarket,53.3632505,-6.2926971
Esquires,cafe,53.350242,-6.2639993
Shake Dog,fast_food,53.3503121,-6.2637608
Starbucks,cafe,53.3498973,-6.2641534
The Natural Bakery,cafe,53.349635,-6.2648647
Brasiliero,convenience,53.3495872,-6.2690936
Noor & Madina,convenience,53.3487347,-6.2705885
Saray Kebab,fast_food,53.3513289,-6.2643801
Quick Pick,convenience,53.3500847,-6.2683136
Garden of Eden fresh herb shop,convenience,53.3473816,-6.2704405
Rotana City,fast_food,53.3507369,-6.2660032
Evolve Eatery,cafe,53.3166792,-6.3732048
The Salt Cellar,cafe,53.3372157,-6.2445841
Starbucks,cafe,53.4125938,-6.2183887
The Bar,bar,53.4126589,-6.2184915
Holiday Inn,restaurant,53.4127241,-6.2185944
Gym,sports_centre,53.4127899,-6.2186983
24-hour To Go Café,cafe,53.4128451,-6.2187855
Snack n Go,convenience,53.3154255,-6.2094348
Spar,convenience,53.3575001,-6.2633731
Papi Chulo,restaurant,53.293328,-6.1347402
Ginger Cafe,cafe,53.340299,-6.2742668
The Old Mill,restaurant,53.3456622,-6.2630155
The Tram Cafe,cafe,53.3398743,-6.2703079
,atm,53.3485768,-6.2594036
Zampas,restaurant,53.3440509,-6.2684126
Capital Strength Weightlifting Club,fitness_centre,53.3338106,-6.2927629
Wingman Clontarf,fast_food,53.3675032,-6.2060438
,cafe,53.3723068,-6.2529801
Rumi,cafe,53.3418714,-6.2749443
Gauchos,restaurant,53.3467411,-6.2804185
,atm,53.4449391,-6.2152522
Heroes Café,cafe,53.3499906,-6.269269
Dall'Italia Pastabar,restaurant,53.346614,-6.2652226
The Sin Bin,bar,53.3413348,-6.2508466
Poppadom,fast_food,53.3204866,-6.3933391
Victoria Chinese Restaurant,restaurant,53.3209172,-6.3938013
Tower Credit Union,bank,53.3203678,-6.3943881
AIB,bank,53.3204964,-6.3952811
Betsys,bakery,53.3207088,-6.3954036
The Roma,fast_food,53.3206179,-6.3953502
Perch,cafe,53.2810181,-6.1227938
Department of Agriculture Canteen,restaurant,53.3391538,-6.2546852
Creed Coffee Roasters,cafe,53.3253456,-6.265343
Kari,restaurant,53.3395115,-6.3203026
Inchicore Library,library,53.3383421,-6.3161342
Polonez,supermarket,53.3488258,-6.2670539
Soren & Son,cafe,53.3389797,-6.2731823
Social Fabric Cafe,restaurant,53.3505585,-6.2820873
Disndat,bar,53.3436679,-6.2636608
Baker Street,bakery,53.2867009,-6.1218108
L'Oasi,restaurant,53.2870294,-6.1218848
Caviston's,restaurant,53.2870638,-6.122394
Daata,restaurant,53.2873534,-6.1238656
Hatch,cafe,53.2873559,-6.1247557
Zambrero,fast_food,53.3533217,-6.3906583
Amy Austin,restaurant,53.3415557,-6.2639441
Jump,fast_food,53.3402448,-6.2627718
AIB ATM,atm,53.4258239,-6.2406801
,atm,53.4271371,-6.2444773
Pye,pub,53.289046,-6.243152
The assembly,restaurant,53.3084711,-6.2235707
SU shop,convenience,53.3070013,-6.2227084
Cloud Picker,cafe,53.4273572,-6.244826
,atm,53.4274063,-6.2440596
,atm,53.4266944,-6.2441552
,atm,53.4265569,-6.2440003
,atm,53.4278422,-6.2446652
,atm,53.4271857,-6.2450742
,atm,53.4274492,-6.2455322
,atm,53.4281949,-6.2454232
,atm,53.4306202,-6.2481183
Café Bar,cafe,53.4306964,-6.2494976
"Afanti, Uyghur Restaurant",restaurant,53.3529121,-6.2613823
Hogs and Heifers,restaurant,53.3527305,-6.3942757
Cosmo,restaurant,53.352744,-6.3944901
Eddie Rocket's,fast_food,53.3528089,-6.3943302
Carved,cafe,53.3447088,-6.2423759
O'Malley's Fruit & Veg,convenience,53.3483549,-6.2711008
Sam Dennigan & Co. Distributors,convenience,53.3485297,-6.2711697
Dubco Credit Union,bank,53.3486311,-6.2705839
Tailor's Hall Tavern,pub,53.3429288,-6.2732298
Tang,restaurant,53.3417119,-6.248506
Spar,convenience,53.3406924,-6.2632179
Eddie Rocket's,fast_food,53.3412076,-6.2596607
Gourmet Burger Kitchen,fast_food,53.3412247,-6.2598342
,atm,53.2694312,-6.1664749
Griolladh,restaurant,53.3427769,-6.2796139
Sister Suesey,cafe,53.3324236,-6.2526586
Café 53,cafe,53.2742712,-6.1440631
Thunders Home Bakery And Deli,bakery,53.3158374,-6.3176241
Starbucks,cafe,53.3157524,-6.3177957
Abra Kebabra,fast_food,53.3160733,-6.318355
O' Briens,fast_food,53.3160559,-6.3183715
Bagel Factory,fast_food,53.3160351,-6.3183601
S,cafe,53.3626942,-6.2182663
Russell Street Bakery,bakery,53.3590857,-6.2543962
Centra,convenience,53.3428541,-6.2498758
Brazier Jiu-Jitsu,fitness_centre,53.355816,-6.2642408
La Pausa Caffe,cafe,53.3452482,-6.2481452
The Portland Café,cafe,53.3561787,-6.2482666
The Happy Apple (K&A),convenience,53.3510127,-6.2413697
The Burger Lab,restaurant,53.3565586,-6.2678034
Slice of Naples,fast_food,53.3817466,-6.2765647
Galloping Green Social,cafe,53.2803482,-6.1889544
Brasileirinho,restaurant,53.3508523,-6.2700386
Old Town Cafe,cafe,53.3415766,-6.2688281
Yalla Dublin,restaurant,53.2892889,-6.2436037
"TU Dublin Library, Grangegorman",library,53.357798,-6.2873908
,cafe,53.4076022,-6.2719132
,cafe,53.4075985,-6.2719791
Andhra Bhavan,restaurant,53.3505466,-6.2585276
Bear Market,cafe,53.4074932,-6.2723535
Aspretto,cafe,53.3578286,-6.2872175
Shaking Tang,restaurant,53.2896274,-6.1986038
The Bagel Bar,cafe,53.3916728,-6.2483912
Musashi,restaurant,53.2769769,-6.2182244
,atm,53.3455906,-6.1950889
,convenience,53.3664431,-6.2496134
,college,53.3092055,-6.2240432
,college,53.310337,-6.2248592
,college,53.3101415,-6.2256946
Brazil House,restaurant,53.3486355,-6.2682199
Tesco express,supermarket,53.3491492,-6.2392857
,cafe,53.3413929,-6.2588249
,atm,53.3377533,-6.2415069
Costa,cafe,53.2824492,-6.1436407
Biking.ie Ticknock,cafe,53.2557981,-6.2491152
Perfect Kebab,fast_food,53.2777119,-6.2111068
AIB,bank,53.2864359,-6.2409319
Nana's Tea,cafe,53.3475301,-6.2599245
Braeburn Coffee,cafe,53.2787329,-6.4874875
Chopstix,fast_food,53.2782311,-6.488057
The Hudson Rooms,cafe,53.3605043,-6.2700431
Wasabi Portmarnock,fast_food,53.4208454,-6.1385736
Centra,convenience,53.4178928,-6.1492436
Stone Korea,restaurant,53.351014,-6.2827313
Grano,restaurant,53.3512486,-6.283025
Hakkahan,restaurant,53.3506504,-6.2822029
Coffee Shop,cafe,53.342482,-6.2643489
Wayback,restaurant,53.3485895,-6.2684693
Tacito,fast_food,53.2937965,-6.2456779
Pret A Manger,fast_food,53.3512769,-6.249751
Antonio's,fast_food,53.3600758,-6.2441333
Mill House,pub,53.288397,-6.2046435
Morilles Coffee,cafe,53.288197,-6.2042606
Bolands,pub,53.2887722,-6.198286
Tesco,supermarket,53.2826281,-6.1443467
,fitness_centre,53.3724357,-6.2908674
Bakers + Barista,cafe,53.2865677,-6.2412408
Moldova,convenience,53.3482089,-6.268555
Super Asian Foods,supermarket,53.3476635,-6.2683573
White Rabbit,restaurant,53.3476801,-6.2682623
Street Food Factory,fast_food,53.3453667,-6.2627319
Sushida,restaurant,53.2939615,-6.1330323
The Music Cafe,cafe,53.3452848,-6.2674307
,atm,53.3442674,-6.2652506
Toast,restaurant,53.3458701,-6.2601077
,cafe,53.3452807,-6.2619681
The Oliver St. John Gogarty Restaurant,restaurant,53.3453288,-6.2616735
Fat Phill's,restaurant,53.3449821,-6.2628894
,atm,53.3448657,-6.2633964
The Quays Restaurant,restaurant,53.3456647,-6.2633244
,restaurant,53.3457527,-6.2633614
,cafe,53.3451869,-6.263217
Dolce Sicily,restaurant,53.3450125,-6.2643269
,restaurant,53.3446631,-6.2639252
Papa John's,fast_food,53.3454121,-6.2645817
Supermac's,fast_food,53.3454005,-6.2646558
,atm,53.3458338,-6.2600469
Toca Tapioca House,cafe,53.3456309,-6.2608981
Soul Juice Bar,fast_food,53.2865468,-6.2412447
Domino's,fast_food,53.2597596,-6.1973021
Evolutis Sport and Fitness,fitness_centre,53.3939769,-6.1968515
The Croft,bar,53.3774492,-6.2465241
,bar,53.3720325,-6.3891722
,restaurant,53.3719609,-6.3892095
Honest to Goodness,restaurant,53.3434292,-6.2638485
Sprout Kitchen,cafe,53.3431235,-6.2630958
Marrakesh,restaurant,53.3487446,-6.26904
Riggers South,restaurant,53.2873649,-6.1248018
Motley Brue,cafe,53.2912045,-6.2008177
Breathing Space,fitness_centre,53.3383321,-6.2799946
Excape Personal Training,fitness_centre,53.3477793,-6.3407557
,fast_food,53.3648053,-6.2716104
The Natural Bakery,cafe,53.3013174,-6.1812953
Juantinos,cafe,53.3427661,-6.2632028
,cafe,53.341811,-6.2634896
Drury Buildings Bar,bar,53.3419319,-6.2634461
Drury Buildings Restaurant,restaurant,53.3418969,-6.2634662
Bodybyrne Fitness,fitness_centre,53.3416597,-6.2617933
Underdog Boxing Gym,fitness_centre,53.3415987,-6.2618437
Butlers Chocolate Café,cafe,53.3407951,-6.2615515
Domino's,fast_food,53.3487039,-6.229695
Betelnut Cafe,cafe,53.288252,-6.3721923
Badam Indian and Nepalese Cuisine,restaurant,53.3667574,-6.2197705
Love Tempo,bar,53.3429245,-6.2792593
Krispy Kreme,fast_food,53.2515801,-6.1864114
,fast_food,53.3615937,-6.2760049
Hideout,sports_centre,53.3414914,-6.262856
Panda Restaurant Sushi and Burger,restaurant,53.3414664,-6.2839151
Bambino,fast_food,53.3411717,-6.2637058
Muse Cafe,cafe,53.3486153,-6.2607352
Vincenzos’s Wood Fired Pizza,fast_food,53.3726731,-6.2223363
Fragrant City,fast_food,53.3727715,-6.2222386
Rocca's Food Fare,fast_food,53.3728092,-6.2222131
Eurasia Supermarket,supermarket,53.3512065,-6.2521863
Bread 41 Lab,bakery,53.3447701,-6.2518317
Póg,cafe,53.3456553,-6.2550037
Bextreme,fitness_centre,53.3456246,-6.2553409
,atm,53.3459179,-6.2631238
Ned O'Shea's,pub,53.3448912,-6.2759004
Harty's bar,pub,53.3430247,-6.2588249
Whiskey Bread,bar,53.423262,-6.244384
No. 27 Bar & Lounge,bar,53.3390172,-6.2562314
Honest to Goodness,cafe,53.3408591,-6.2757629
The Art of Coffee,cafe,53.3435512,-6.2831549
Knight’s Bar,bar,53.364874,-6.2066272
Iveagh Bistro,bar,53.3480666,-6.2910693
Pickosito Northern Mexico Taqueria,restaurant,53.3485889,-6.2684919
Cool Hand,cafe,53.3405375,-6.3078204
,atm,53.3971289,-6.1364011
Neil Bowman Training/Boxing,fitness_centre,53.296909,-6.1787625
Definitive Fitness,fitness_centre,53.2978036,-6.1777607
Chapter 2 Fitness,fitness_centre,53.2731835,-6.2128812
Headon Boxing Academy,fitness_centre,53.2738262,-6.2073222
Headon Boxing Academy Sandyford,fitness_centre,53.2731714,-6.2127587
F45,fitness_centre,53.2769929,-6.2162099
FLYEfit Sandyford,fitness_centre,53.2774332,-6.2158227
Body Health and Fitness Gym,fitness_centre,53.2789725,-6.2205464
Accelerate Fitness,fitness_centre,53.2790313,-6.2206832
Origin Fitness,fitness_centre,53.2788645,-6.2205957
